4550,a bird sitting on top of a tree branch,0.50209945
4551,a man with a hat and a hat,0.50193655
4552,a bunch of books and a toothbrush,0.50186086
4553,a group of people standing in front of a red car,0.5019953
4554,a man in a helmet holding a bat,0.5019695
4555,a group of men standing next to each other,0.501983
4556,a street sign with a traffic light on it,0.5020665
4557,a person on a surfboard in the water,0.5019787
4558,a statue of a statue of an elephant,0.5019033
4559,a close up of a wall with a pair of scissors,0.5019661
4560,a man on a skateboard doing a trick,0.502032
4561,a man with glasses on a cell phone,0.50196415
4562,a close up of a bottle of water,0.5019598
4563,a bowl of coffee and a cup of coffee,0.5019183
4564,a man riding a motorcycle on a motorcycle,0.50192875
4565,a bunch of yellow flowers in a tree,0.5018618
4566,a woman in a blue shirt holding a cell phone,0.5020538
4567,a bowl of carrots and vegetables on a table,0.5019438
4568,a kitchen with a sink and a stove,0.5018615
4569,a woman sitting on top of a white stove,0.5020934
4570,a large brown bear is eating some water,0.5020499
4571,a close up of a sandwich on a plate,0.5020996
4572,a group of people playing a game of frisbee,0.50205207
4573,a woman standing in front of an open refrigerator,0.50197905
4574,a man sitting on top of a green motorcycle,0.5020763
4575,a bird flying over a blue sky,0.5020449
4576,a yellow and yellow bird perched on a tree,0.5019053
4577,a truck is parked in a parking lot,0.50206614
4578,a group of people standing next to each other,0.50198966
4579,a woman on a beach holding a surfboard,0.50196475
4580,a man is standing in a field with a dog,0.5019895
4581,a polar bear is standing in the grass,0.5020978
4582,a man in a suit suit and tie,0.5019442
4583,a person standing on a snow covered ground,0.5021119
4584,a blue vase with purple flowers in it,0.50191647
4585,a woman in a dress and white dress,0.50191224
4586,a man riding a surf board in the water,0.5021157
4587,a laptop computer sitting on top of a table,0.5019761
4588,a plate with a plate of food on it,0.50195974
4589,a red couch with a red red red chair,0.5018641
4590,a group of men standing on a tennis court,0.5020397
4591,a woman holding a tennis racquet on a bench,0.5021482
4592,a couch that is sitting on a couch,0.50202316
4593,a train station with a train on it,0.50185883
4594,a woman sitting at a table with fruits and vegetables,0.50199777
4595,a woman is sitting in front of a table,0.50200456
4596,a park bench sitting in front of a building,0.5020036
4597,a woman in a yellow jacket and a bag,0.5019087
4598,a group of people standing on a grass field,0.50200677
4599,a piece of luggage sitting on top of a suitcase,0.5020864
4600,a man riding a wave on a surfboard,0.5020239
4601,a truck is parked on the back of a truck,0.5020253
4602,a man riding a bike on a street,0.50206715
4603,a man on skis standing in the snow,0.50202763
4604,a man riding a bike down a street,0.50215584
4605,a close up of a white and white flower,0.50195485
4606,a bunch of birds hanging in a blue sky,0.5019513
4607,a room with a bunch of books on the wall,0.50189865
4608,a group of people standing on a snowy slope,0.5020028
4609,a bedroom with a bed and a bed,0.50202286
4610,a man and woman standing next to each other,0.5020432
4611,a woman standing next to a car and a truck,0.5020003
4612,a man is standing in front of a car,0.50207555
4613,a dog with its mouth in the background,0.5020608
4614,a blender that is sitting on a counter,0.50202394
4615,a wooden table with a bat on it,0.50197035
4616,a horse drawn carriage drawn carriage with people,0.5020471
4617,a cup of coffee on a white plate,0.50189143
4618,an image of a dog in a tree,0.50201356
4619,a box filled with apples and apples,0.50201195
4620,a vase with a vase of flowers on it,0.50190014
4621,a man holding a laptop on a table,0.5019506
4622,a computer desk with two monitors and a monitor,0.50191045
4623,a person that is sitting on a keyboard,0.5021674
4624,a car parked in front of a building,0.50199825
4625,a bowl of fruit and vegetables on a table,0.50191826
4626,a red bike parked next to a tree,0.501943
4627,a room with a bunch of items on it,0.5018992
4628,a man riding on the back of a horse,0.5020734
4629,a baseball player swinging a bat at a baseball game,0.5018928
4630,a vase of flowers are on a table,0.501862
4631,a woman standing in front of a fruit stand,0.5020097
4632,a white plate with a doughnut on it,0.5018868
4633,there is a picture of a picture of an umbrella,0.50194085
4634,a kitchen with a stove and a stove,0.5018558
4635,a microwave with a microwave on top of it,0.501949
4636,a busy city street filled with cars and cars,0.5021179
4637,a cup of coffee and a cup of coffee,0.5019317
4638,a woman is standing on the beach with a cell phone,0.50201184
4639,a woman is skiing down a snow covered slope,0.5020988
4640,a man is standing in front of a wooden table,0.50200135
4641,a man sitting in the grass next to a car,0.5021703
4642,a motorcycle parked on the side of a street,0.5020513
4643,a car parked in front of a car,0.5020154
4644,a bus is parked in the back of a truck,0.50201386
4645,a living room with a clock on it,0.5020568
4646,a pair of scissors on a brick wall,0.5018971
4647,a man is preparing food in a kitchen,0.502038
4648,a man riding a bike down a street,0.5021334
4649,a tree that is flying in the sky,0.5020777
4650,a bunch of fruit and vegetables on a table,0.5019112
4651,a bus is parked in front of a building,0.50193524
4652,a bedroom with flowers and flowers on it,0.50192004
4653,a group of people sitting around in a room,0.5020124
4654,a cat sitting on top of a couch,0.50200975
4655,a street sign on the side of a street,0.5020213
4656,a bunch of bottles sitting on a table,0.50200367
4657,a bunch of bananas in the grass,0.5020384
4658,a close up of a vase with a red flower,0.5019926
4659,a red red red red and red door,0.5018615
4660,a plane is flying over the runway,0.5019414
4661,a person on a snowboard in the snow,0.5022415
4662,a bunch of books on a shelf shelf,0.5018602
4663,a book and a book on a wooden table,0.50185996
4664,a bird flying in the air with a bird,0.50205946
4665,a woman standing in front of a door,0.5020891
4666,a young boy holding a laptop on a cell phone,0.50205106
4667,a man holding an orange and orange umbrella,0.50198334
4668,a little girl is holding a stuffed animal,0.50193727
4669,a white table with a microwave on top of it,0.50193876
4670,a man in a blue shirt is holding a bat,0.50193626
4671,a bowl of food on top of a table,0.50190276
4672,there is a doughnut with a doughnut and chocolate,0.5019923
4673,a woman holding a teddy bear with a stuffed animal,0.5019819
4674,a white toilet and a toilet in a bathroom,0.5018612
4675,a couple of animals standing next to each other,0.50195163
4676,a close up of a table filled with flowers,0.50208515
4677,a vase filled with yellow and yellow flowers,0.50196695
4678,a man standing in front of a store sign,0.5020752
4679,a person in the water with a surfboard,0.5020481
4680,there is a tree in the middle of a park,0.5019575
4681,a woman in a red shirt is playing tennis,0.5019194
4682,a plate of vegetables and vegetables on a plate,0.50194
4683,a woman standing in the middle of a woman,0.50212556
4684,a group of children sitting on a bench in a room,0.5019969
4685,a woman sitting on a bench next to a woman,0.5019646
4686,a black and white photo of a motorcycle,0.50211847
4687,a man holding a baseball bat on a field,0.5019365
4688,two women are playing a game of tennis,0.5019579
4689,a cup of coffee on a white plate,0.5018904
4690,a cup of coffee on a white plate,0.5018842
4691,a man riding skis down a snow covered slope,0.5021966
4692,a blue truck is parked in a parking lot,0.5020738
4693,a living room with a chair and a chair,0.5019586
4694,a woman with her hair is holding a knife,0.50200516
4695,a close up of a wall with a clock,0.5019723
4696,a bedroom with a bed and a bed,0.50203747
4697,a glass of wine is on a table,0.50186396
4698,a close up of two donuts on a table,0.5020868
4699,a black dog is sitting on the floor,0.50198156
4700,an orange truck is parked in the snow,0.5020273
4701,a close up of a person with red flowers,0.5020361
4702,an airplane is parked in the middle of a building,0.50206953
4703,a woman on a beach holding a surfboard,0.50193554
4704,a young boy riding a skateboard down a street,0.50226927
4705,a man and a man riding a motorcycle,0.50201184
4706,a picture of a clock on a table,0.50186
4707,a close up of a wall with a wall,0.5019729
4708,a close up of a close up of a bird,0.50205076
4709,a man standing next to a pile of luggage,0.5020928
4710,a statue of a statue of a statue,0.50187135
4711,a group of cows standing next to each other,0.50194025
4712,a person in the water with a surfboard,0.50205755
4713,a man wearing a tie and a tie,0.50195265
4714,a man riding a snowboard on a rock,0.50200576
4715,a close up of a woman with her hair,0.5020483
4716,a bowl of food is in a bowl,0.50174206
4717,a room with a chair and a desk,0.50186324
4718,a white car is parked in front of a building,0.5020948
4719,a person is holding a glass of wine,0.5019637
4720,a baseball player standing on top of a field,0.50197
4721,a black and white photo of a horse drawn carriage,0.50196373
4722,a dog and a dog on a snowy street,0.50202495
4723,a small brown bear standing in the dirt,0.5020084
4724,a man is standing in front of a car,0.5019905
4725,there is a bowl of food on a table,0.50184774
4726,a woman standing in front of a white wall,0.502015
4727,a man riding a bike on a motorcycle,0.50196666
4728,a large black bear swimming in the water,0.50214624
4729,a man on a skateboard holding a skateboard,0.5019666
4730,there is a wooden door in a room,0.5018618
4731,a man in a white hat and a hat,0.5019788
4732,a bowl of food is on a table,0.50181514
4733,a table with chairs and chairs and chairs,0.5019334
4734,a stop sign with a stop sign on it,0.5018631
4735,a woman in a white dress holding a cake,0.501933
4736,a yellow truck is parked in front of a building,0.50206554
4737,a man riding a bike in front of a building,0.5019521
4738,a sandwich and a sandwich on a bun,0.5020483
4739,a close up of a plate of food,0.5019932
4740,a man in a helmet is holding a sign,0.50194806
4741,a vase filled with flowers in it,0.5019885
4742,a plate of food on top of a plate,0.50196445
4743,a man sitting in front of a computer computer,0.5020884
4744,a woman in a white dress holding a tie,0.5019643
4745,a person laying on the ground next to an umbrella,0.50211024
4746,a close up of a toilet in a bathroom,0.5019848
4747,a person holding a cell phone in a hand,0.502117
4748,a large boat is docked in the water,0.5020135
4749,a car parked in front of a car,0.50207317
4750,a person laying on a snow covered slope,0.5021643
4751,a close up of a piece of pizza on a plate,0.5019945
4752,a boat in a river with a boat in it,0.5020733
4753,a person with a blue and white hat,0.5019672
4754,a man and woman standing next to each other,0.50206167
4755,a sign that is sitting on a wall,0.50203365
4756,a close up of a piece of luggage,0.501983
4757,a table filled with glasses of wine glasses,0.5019668
4758,a man in a green shirt holding a bowl,0.5020124
4759,a group of people standing next to each other,0.5019892
4760,a man on a boat in the water,0.5020087
4761,black and white photo of a woman and woman,0.50203294
4762,there is a hot dog on a table,0.50196636
4763,a baseball player throwing a ball on a field,0.50203574
4764,a living room with a chair and a desk,0.50192046
4765,a person cutting a knife on a grill,0.50195974
4766,a woman standing next to a woman in a room,0.5019461
4767,a green toilet sitting next to a sink,0.50195074
4768,a close up of an elephant in a pen,0.5019518
4769,a close up of a white and white photo,0.5020638
4770,a man standing next to a horse drawn carriage,0.50197077
4771,a person in a room with a large remote,0.5019463
4772,a group of people in a boat in a boat,0.50201887
4773,a man in a blue shirt is holding a frisbee,0.50199795
4774,a young boy riding a bike down a street,0.50213844
4775,a dog and a dog on a leash,0.5018627
4776,a cutting board with a knife on it,0.50216365
4777,a stop sign with a stop sign on it,0.5018638
4778,a plate of food on a white plate,0.50190306
4779,a sandwich and a sandwich on a plate,0.5020499
4780,a man in a suit and a tie,0.5019834
4781,a man sitting at a table with a remote,0.5020197
4782,a vase filled with flowers in a vase,0.50192845
4783,a man sitting on top of a tennis court,0.50216913
4784,a woman walking down a street with a dog,0.50208426
4785,a laptop sitting on top of a table,0.50199497
4786,a woman in a dress holding a red shirt,0.5019493
4787,a man and woman standing next to each other,0.5020219
4788,a group of vegetables are on a counter,0.5019474
4789,a man sitting at a table with a laptop,0.50209635
4790,a bathroom with a sink and a sink,0.5018613
4791,a group of birds standing next to each other,0.5019341
4792,a cup of coffee on a white plate,0.5018862
4793,a close up of a green apple in a tree,0.5019777
4794,a car is parked in a parking lot,0.5020411
4795,a group of people in a park with a frisbee,0.50201976
4796,a bunch of books with books and books,0.50186026
4797,a man riding a skateboard down a street,0.5021622
4798,a woman standing in front of a store,0.50199294
4799,a person holding an umbrella in the rain,0.5019437
4800,a kitchen with a white table and a desk,0.5018617
4801,a large group of people standing in a store,0.5020558
4802,a vase with a glass of fruit and a glass of wine,0.50187975
4803,a large tree in front of a tree,0.5019486
4804,a white refrigerator sitting on top of a kitchen,0.50199586
4805,a young boy wearing a hat and a hat,0.5019852
4806,a piece of cake sitting on a plate,0.50199205
4807,a couple of people standing on top of a mountain,0.502153
4808,a group of people riding skis in the water,0.50208604
4809,a box of donuts sitting on a table,0.5020059
4810,a person sitting on top of a piece of water,0.5022804
4811,a close up of an elephant with its head,0.5020665
4812,a statue of a clock on a table,0.5018612
4813,a man wearing a hat and a hat,0.5019703
4814,a close up of a cup of coffee,0.5019787
4815,a woman standing next to a brown horse,0.5019425
4816,a white vase with a clock on it,0.5019621
4817,a bike parked in front of a brick building,0.50196916
4818,a woman and a woman sitting on the grass,0.5020083
4819,a couple of people standing next to each other,0.5020034
4820,a window with a window and a window,0.501862
4821,a man sitting on top of a green motorcycle,0.502038
4822,a person on a motorcycle with a helmet,0.50195825
4823,a blender that is sitting on a counter,0.50202817
4824,there is a bunch of fruit on a tree,0.50192195
4825,a woman in a dress with a hat,0.50191337
4826,a group of people on a boat in the water,0.5020664
4827,a group of people standing next to each other,0.50200766
4828,a man and a woman standing next to each other,0.5020433
4829,a person riding a surfboard in the water,0.501943
4830,a man is sitting in the back of a car,0.50213754
4831,a baseball player swinging a bat at a baseball game,0.5018958
4832,a car is parked in front of a car,0.50200415
4833,a bowl of food is on a table,0.501854
4834,a white vase with a flower on it,0.5018606
4835,a man standing next to a white car,0.50202256
4836,a living room with a clock on it,0.5020464
4837,a baseball player holding a bat on a field,0.50186044
4838,a blue and white cake with a pink and pink,0.50186384
4839,a large body of water in the ocean,0.50229794
4840,a bathroom with a toilet and a sink,0.5018622
4841,a woman holding a book in her hand,0.5020155
4842,a close up of a cat that is looking at the camera,0.5020629
4843,a kite flying in the water in the water,0.50219154
4844,a truck is parked in a parking lot,0.5020551
4845,a giraffe that is standing on a tree,0.5020499
4846,a young boy is walking down a street,0.50211775
4847,a woman standing on top of a tennis court,0.50224084
4848,a young girl is holding a pink umbrella,0.50197023
4849,a truck is parked in a parking lot,0.5020859
4850,a man sitting on a bench with a tennis racket,0.502012
4851,a group of people on a boat in the water,0.5020149
4852,a large airplane sitting on top of an airport,0.5019817
4853,a close up of a tree in a tree,0.50196725
4854,a woman in a dress holding an umbrella,0.50192505
4855,a person is holding a pair of scissors,0.50205874
4856,a plate of food on a wooden table,0.50190073
4857,a wooden bench sitting next to a wooden table,0.5019431
4858,a black bear sitting on a wooden bench,0.502022
4859,a white truck parked in a parking lot,0.5020826
4860,a young boy is holding a teddy bear,0.5019912
4861,a small bird sitting on a tree branch,0.50208193
4862,a man standing in front of a car,0.50207937
4863,a bike is sitting on a bike with a bike,0.50192404
4864,a woman standing in front of a tennis ball,0.5020775
4865,a young girl wearing a hat and a hat,0.5019818
4866,a man in a red jacket and red hat,0.5019391
4867,a sandwich and a sandwich on a table,0.50201076
4868,a woman wearing a hat and a hat,0.50191766
4869,a man is laying down on a skateboard,0.5021248
4870,a man riding a bike down a street,0.5021326
4871,a close up of a hot dog and fries,0.5020148
4872,two men playing baseball on a field,0.5019575
4873,an oven with a bunch of food on it,0.5019047
4874,a group of people playing a game of soccer,0.5019759
4875,a man holding a camera in his hand,0.5021863
4876,a man in a blue helmet is holding a skateboard,0.5019495
4877,a couple of yellow and a yellow yellow,0.50186306
4878,a man riding a bike on a bike,0.5019799
4879,a white refrigerator sitting next to a white refrigerator,0.5019428
4880,a close up of a zebra with its head,0.50197583
4881,a view of a city street filled with buildings,0.5019959
4882,a statue of a statue of a statue,0.5018876
4883,a car is parked in front of a car,0.5019884
4884,a man wearing a hat and a hat,0.5019628
4885,a plate with a plate of food in it,0.50194204
4886,an orange and white bus parked in front of a building,0.5019521
4887,an orange and orange orange in a field,0.5019391
4888,a close up of a piece of cake,0.5020529
4889,a pile of oranges and oranges on a table,0.5018907
4890,a woman in a red shirt playing tennis,0.50192857
4891,a group of people playing a game of tennis,0.50195736
4892,a group of people riding on a motorcycle,0.50204057
4893,a white truck parked in a parking lot,0.5020699
4894,a sandwich on a plate next to a cup,0.50198793
4895,a white cake with a cake on top,0.5019525
4896,a pair of scissors sitting on top of a table,0.50202435
4897,a kitchen with a stove and a stove,0.501856
4898,a man riding a motorcycle down a street,0.5021319
4899,a bunch of doughnuts are on a table,0.50198245
4900,a building with a window and a window,0.5018627
4901,a couple of people sitting on a bench,0.50210345
4902,a plate of food on top of a table,0.50196505
4903,a man holding a cell phone in a mirror,0.50212795
4904,a table sitting at a table in a restaurant,0.50198877
4905,a man and woman standing next to each other,0.50204027
4906,a close up of a plate of bananas,0.50212294
4907,a stuffed animal sitting on top of a table,0.50200397
4908,a large building with a large window in it,0.5019185
4909,a man standing next to a refrigerator in a store,0.5019989
4910,a bunch of food in a bowl on a table,0.5018826
4911,a man sitting in front of a laptop computer,0.50207657
4912,a bear laying on the ground near the water,0.5020561
4913,a green car parked in a parking lot,0.5020944
4914,a man laying on a surfboard in the water,0.50210416
4915,a glass of wine and a glass of wine,0.5019471
4916,a wooden table with a book and a book,0.50186086
4917,a person in a blue shirt holding a baseball bat,0.50208724
4918,a man in a red shirt is holding a skateboard,0.5019612
4919,a plate of food on a white plate,0.50191563
4920,a woman holding a teddy bear with a teddy bear,0.50202936
4921,a white truck parked in front of a building,0.50203776
4922,a woman standing on a sidewalk holding a tennis racket,0.50195444
4923,a woman in a red dress is holding a cell phone,0.50201654
4924,a woman in a dress holding a pink tie,0.50206095
4925,a white bus parked in a parking lot,0.50198966
4926,a red door sitting in a red room,0.5019262
4927,a young girl playing with a soccer ball,0.50203204
4928,a woman standing in a kitchen in a kitchen,0.50193375
4929,a hot dog with a hot dog on it,0.5020196
4930,a group of people are sitting at a table,0.5020039
4931,two children in the water playing in the water,0.5021815
4932,a white car parked in front of a building,0.50196815
4933,a white and white vase sitting on a table,0.5019638
4934,a couple of animals walking in the grass,0.5019777
4935,a man sitting on top of a rock on a mountain,0.50208676
4936,a close up of a car on a table,0.5021045
4937,a large park with a lot of green grass,0.5019104
4938,a kitchen with a blender on top of it,0.5019805
4939,a man on a surfboard riding a wave,0.50197214
4940,a woman in a red shirt is playing tennis,0.50192267
4941,a man holding a soccer ball and a soccer ball,0.50215864
4942,a red and white bowl with a red bowl,0.5018518
4943,a group of people sitting around a table with a laptop,0.5020735
4944,a woman in a hat riding a horse,0.50189984
4945,a man in a suit with a tie,0.5019545
4946,a yellow and yellow bird perched on a branch,0.5018932
4947,a group of birds flying in the sky,0.5019979
4948,a white cup with a toothbrush on it,0.5019313
4949,a man and woman standing next to each other,0.50211173
4950,a group of people playing a game of frisbee,0.5020388
4951,a man wearing a hat and a hat,0.50195533
4952,a woman is sitting at a table with food,0.5019732
4953,a blender that is sitting on a table,0.5020677
4954,a group of people standing next to each other,0.5020168
4955,a statue of a person holding a skateboard,0.50191754
4956,a group of people sitting on a bench,0.50203454
4957,a woman wearing a red shirt and white hair,0.5019377
4958,a man riding skis down a snow covered slope,0.5021712
4959,a man standing next to a woman holding a cell phone,0.5021094
4960,a couch and a couch on a couch,0.50186294
4961,a living room with a couch on it,0.5019912
4962,a small bird is perched on a branch,0.50201607
4963,a group of men playing a game of tennis,0.50196934
4964,a close up of a green plant with leaves,0.5019702
4965,a couple of animals standing in the grass,0.5019432
4966,a woman holding a tennis racquet on a tennis court,0.50206226
4967,a person riding a skateboard on a skateboard,0.5020045
4968,a bird standing on top of a lush green field,0.5019651
4969,a kitchen with a refrigerator and a refrigerator,0.5018615
4970,a sandwich on a plate with fries and fries,0.5019482
4971,a man standing next to a red red truck,0.5019756
4972,a white and white laptop on a table,0.5018614
4973,a brown and white dog eating a carrot,0.5019484
4974,a close up of a cat with its eyes,0.50193924
4975,two people standing in front of a blue truck,0.5020907
4976,a woman is sitting in front of a bar,0.50194454
4977,a group of people in a kitchen preparing food,0.50196433
4978,a bunch of vegetables on a table,0.5019012
4979,a group of people in a body of water,0.50200295
4980,a car is sitting in the back of a car,0.50199765
4981,a truck is parked in a parking lot,0.50204426
4982,a man sitting at a table in a room,0.50197315
4983,a bowl of food sitting on a table,0.50193244
4984,a train traveling down the tracks near a building,0.50202286
4985,a man in a white shirt holding a plate of food,0.5021028
4986,a couple of men standing next to each other,0.50203735
4987,a man riding a bike on a dirt road,0.5020129
4988,a car that is sitting in a car,0.50208753
4989,a close up of a fork on a plate,0.5019933
4990,a cat sitting on top of a white couch,0.50200456
4991,a man on a skateboard doing a trick,0.50204
4992,a woman wearing a pink shirt and a knife,0.5019736
4993,a man in a blue shirt holding a baby,0.5019716
4994,a cup of coffee and a cup of coffee,0.5019328
4995,a woman with glasses on her cell phone,0.5021348
4996,a man riding a skateboard on a skateboard,0.50203425
4997,a close up of a black and black oven,0.5019884
4998,a person riding a bike on a path,0.50199175
4999,a close up of a close up of a cat,0.50210637
5000,a young boy wearing a hat and a hat,0.5019605
5001,a woman sitting on top of a tennis chair,0.5020753
5002,a bathroom sink with a sink and a bottle,0.50186354
5003,a man holding a bat in his hand,0.5020509
5004,a cat is sitting on the side of a road,0.50203836
5005,a man with a black shirt standing next to a tree,0.5020949
5006,a woman standing in a kitchen preparing food,0.50196254
5007,a table with a bunch of food on it,0.50190645
5008,a group of people standing next to each other,0.5019787
5009,a brown and white cat sitting on a tree,0.5019214
5010,a group of people standing next to each other,0.50202996
5011,a picture of a picture of a store,0.5018812
5012,a sign that has a sign on it,0.50204587
5013,a close up of a person with a blue sky,0.5020697
5014,a close up of a refrigerator in a kitchen,0.50197875
5015,a bathroom with a sink and a sink,0.5018616
5016,a person sitting on top of a baseball field,0.50206995
5017,a man and a dog are playing with a frisbee,0.5020609
5018,a white plate topped with a cup of food,0.50193006
5019,a close up of a bunch of doughnuts,0.5021457
5020,a man in a black shirt holding a bat,0.502005
5021,a woman standing next to a woman holding an umbrella,0.5019877
5022,a couple of men standing next to each other,0.50210375
5023,a plate of food on a cutting board,0.50194347
5024,a pile of scissors laying on the ground,0.5020327
5025,a little boy wearing a blue shirt and tie,0.5019548
5026,a wooden bench sitting next to a tree,0.50192374
5027,a man in a white and white jacket,0.5019698
5028,a picture of a picture of a picture,0.5018919
5029,a room with a chair and a desk,0.50186366
5030,a red kite with a red kite on it,0.50185984
5031,a living room filled with furniture and chairs,0.5020228
5032,a group of people standing in front of a truck,0.50203335
5033,a man with glasses glasses and glasses on his head,0.5020823
5034,a black and white dog is sitting on a table,0.50190604
5035,a purple blue and blue flowers in a field,0.5018619
5036,a cake filled with lots of food on it,0.5019512
5037,a couple of people standing next to each other,0.5020041
5038,a man standing on a tennis court holding a tennis racket,0.5021046
5039,a white truck parked in front of a building,0.5020511
5040,a park bench on the side of a road,0.5020174
5041,a woman in a dress dress holding a white,0.5019804
5042,a group of men playing a game of tennis,0.5019504
5043,a man standing next to a small plane,0.502017
5044,a woman in a red shirt holding a ball,0.5019996
5045,a group of people sitting at a table with laptops,0.50202054
5046,a white bear in a body of water,0.5020032
5047,a woman holding a baseball bat on a field,0.501918
5048,a car parked in front of a building,0.5019503
5049,a person wearing a pink jacket and a purple hat,0.5019341
5050,a man riding a bike down a path,0.5021177
5051,a man riding skis down a snow covered slope,0.5021594
5052,a person riding a motorcycle on a street,0.5020453
5053,a man holding up a stuffed bear in front of a,0.5020673
5054,a person holding up a piece of shoes,0.5020896
5055,a group of people standing in front of a building,0.5020412
5056,a television with a television in front of a television,0.50197345
5057,a couple of young children sitting on a couch,0.5020037
5058,a woman standing next to a red car,0.501962
5059,a woman in a white shirt and a tie,0.5019407
5060,a purple flower with purple flowers in it,0.50194544
5061,a close up of a baseball game with a bat,0.5021237
5062,a group of people are playing a kite,0.5019391
5063,a picture of a picture of a picture of a man,0.5019562
5064,a man riding a surf board in the water,0.50202924
5065,a table filled with chairs and a table,0.50195384
5066,a man riding a bike down a street,0.50210804
5067,a group of people standing next to each other,0.5020006
5068,a couple of people standing next to each other,0.50204676
5069,a doughnut is sitting on a wooden table,0.5020344
5070,a man standing next to a large plane,0.5019593
5071,a man is holding a baseball board in the air,0.5020424
5072,a close up of a glass of water with flowers,0.50197035
5073,a bunch of yellow yellow and yellow flowers,0.50186133
5074,a little girl wearing a hat and a hat,0.5019377
5075,a person in the back of a car,0.5021575
5076,a group of people playing a game of baseball,0.50194806
5077,a bottle of wine sitting on a table,0.5019547
5078,a man sitting on a bench next to a bench,0.50200623
5079,a group of people are sitting at a table,0.5019804
5080,a giraffe is standing next to a tree,0.5019328
5081,a bunch of flowers in a purple vase,0.50186044
5082,a red truck is parked in a parking lot,0.50212973
5083,a woman sitting in front of a microwave,0.50203913
5084,a white truck is parked in a parking lot,0.50214785
5085,a wooden table with a wooden table and a lamp,0.50186163
5086,a bottle of wine sitting on a wooden table,0.50198764
5087,a dining room filled with chairs and chairs,0.5019785
5088,two men playing tennis on a tennis court,0.5020601
5089,a cutting cutting board on a cutting board,0.50205886
5090,a man standing in front of a red bus,0.5020465
5091,a group of people standing in front of a building,0.5020562
5092,a woman and a woman on a beach holding a frisbee,0.5020564
5093,a group of people standing next to each other,0.5020465
5094,a close up of a clock in a parking lot,0.50219315
5095,a small bird is perched in the air,0.5019904
5096,a group of people are playing with a dog,0.5019261
5097,a person on a beach holding a snowboard,0.50211453
5098,a man in a red shirt is sitting on a tennis court,0.5019745
5099,a group of people are on top of a table,0.50208664
5100,a person with a pair of shoes on a skateboard,0.50203127
5101,a group of people are in the water,0.5019906
5102,a baseball player holding a bat on a field,0.5018607
5103,a close up of a bird with a fork on it,0.50196385
5104,a man riding a bike down a street,0.50219876
5105,a group of people standing next to each other,0.5020685
5106,a woman and a woman sitting on a motorcycle,0.50198
5107,a giraffe standing on top of a lush green field,0.502098
5108,a kitchen with a stove and a stove,0.5018557
5109,a man sitting on a bench in a chair,0.5019951
5110,a red and red mouse sitting on a table,0.50190943
5111,a piece of cake is sitting on a plate,0.5019274
5112,a man is sitting on a cell phone,0.5020639
5113,a yellow truck parked in a parking lot,0.5020772
5114,a group of people are sitting at a table,0.50198203
5115,a young boy sitting at a table in a kitchen,0.5020482
5116,a person riding a motorcycle in a field,0.50200176
5117,a stainless steel oven in a kitchen,0.5018977
5118,a little boy sitting on the floor with a skateboard,0.50207746
5119,a sandwich and a sandwich on a table,0.5019742
5120,a man riding a horse down a street,0.5020298
